,Scholl,Free education,Age,Class,District,Sex,Direction of education
10095,1,1,11,5,11,female,Artistic
10096,1,1,11,5,3,female,Sports
10097,1,1,11,6,3,male,Technical
10098,1,1,11,5,3,male,Technical
10099,1,1,11,5,3,male,Technical
10100,1,1,11,5,6,female,Artistic
10101,1,1,11,5,6,female,Artistic
10102,1,1,11,5,6,female,Artistic
10103,1,1,10,5,8,male,Natural science
10104,1,1,11,5,8,male,Natural science
10105,1,1,11,6,3,female,Artistic
10106,1,1,11,5,2,male,Sports
10107,1,1,11,5,6,male,Technical
10108,1,1,11,6,13,female,Natural science
10109,1,1,11,5,7,male,Technical
10110,1,1,11,5,3,female,Artistic
10111,1,1,11,5,3,female,Artistic
10112,1,1,11,5,3,female,Artistic
10113,1,1,11,5,7,female,Artistic
10114,1,1,11,5,4,male,Sports
10115,1,1,11,5,6,male,Sports
10116,1,1,11,5,6,male,Sports
10117,1,1,11,5,15,male,Natural science
10118,1,1,11,5,7,male,Natural science
10119,1,1,11,5,6,female,Sports
10120,1,1,11,5,8,female,Sports
10121,1,1,11,5,11,male,Sports
10122,1,1,11,5,2,male,Natural science
10123,1,1,11,5,3,female,Artistic
10124,1,1,11,5,6,female,Artistic
10125,1,1,11,6,1,male,Sports
10126,1,1,11,6,1,male,Sports
10127,1,1,11,5,10,female,Sports
10128,1,1,11,6,1,male,Sports
10129,1,1,11,5,4,female,Artistic
10130,1,1,11,5,7,male,Artistic
10131,1,1,11,5,2,male,Sports
10132,1,1,5,5,13,male,Sports
10133,1,1,11,5,6,female,Sports
10134,1,1,11,5,10,male,Sports
10135,1,1,11,5,6,male,Sports
10136,1,1,11,5,4,female,Tourism
10137,1,1,11,5,11,male,Natural science
10138,2,1,11,5,6,male,Technical
10139,2,1,11,5,6,male,Technical
10140,1,1,11,5,5,male,Sports
10141,1,1,11,5,6,female,Tourism
10142,1,1,11,5,6,female,Tourism
10143,1,1,11,5,1,female,Artistic
10144,1,1,11,3,14,male,Artistic
10145,1,1,11,3,14,male,Artistic
10146,1,1,11,5,4,male,Artistic
10147,1,1,11,5,6,male,Artistic
10148,1,1,11,5,7,male,Artistic
10149,2,1,11,5,4,male,Artistic
10150,1,1,11,5,7,male,Sports
10151,1,1,11,5,4,male,Sports
10152,1,1,11,5,6,male,Sports
10153,2,1,11,4,6,male,Sports
10154,1,1,11,5,7,male,Technical
10155,1,1,11,5,4,male,Technical
10156,1,1,11,5,7,male,Technical
10157,1,1,11,5,6,male,Sports
10158,1,1,11,5,11,female,Sports
10159,1,1,11,6,6,male,Artistic
10160,1,1,11,5,6,male,Sports
10161,1,1,11,5,7,male,Sports
10162,1,1,11,6,6,male,Sports
10163,1,1,11,5,5,female,Sports
10164,1,1,11,5,12,male,Socio-pedagogical
10165,1,1,11,5,6,male,Sports
10166,1,1,11,5,4,female,Natural science
10167,1,1,11,5,11,male,Natural science
10168,1,1,11,5,6,male,Artistic
10169,1,1,11,5,12,female,Artistic
10170,1,0,11,5,3,female,Artistic
10171,1,1,11,5,2,female,Natural science
10172,1,1,11,5,6,male,Sports
10173,1,1,11,5,15,male,Socio-pedagogical
10174,1,1,11,5,6,male,Sports
10175,1,1,11,5,15,male,Tourism
10176,1,1,11,4,15,male,Technical
10177,1,1,11,5,6,female,Technical
10178,1,1,11,5,6,female,Sports
10179,1,1,11,6,4,male,Sports
10180,1,1,11,5,4,male,Natural science
10181,1,1,11,5,6,female,Sports
10182,1,1,11,5,6,male,Artistic
10183,1,1,11,5,6,male,Sports
10184,1,1,11,5,10,female,Technical
10185,1,1,11,5,7,female,Sports
10186,1,1,11,5,6,female,Sports
10187,2,1,11,4,4,male,Sports
10188,1,1,11,5,2,female,Natural science
10189,1,1,11,5,7,female,Tourism
10190,1,1,11,5,3,male,Tourism
10191,1,1,11,4,16,male,Sports
10192,1,1,11,5,6,female,Artistic
10193,1,1,11,5,6,female,Artistic
10194,1,1,11,5,6,female,Artistic
10195,1,1,11,5,10,male,Sports
10196,1,1,11,5,10,female,Socio-pedagogical
10197,1,1,11,6,8,female,Natural science
10198,1,1,11,5,2,female,Artistic
10199,1,1,11,5,2,female,Artistic
10200,1,1,11,5,6,male,Sports
10201,1,1,11,5,10,female,Natural science
10202,1,1,11,5,10,male,Technical
10203,1,1,11,5,4,female,Sports
10204,1,1,11,5,7,female,Sports
10205,1,1,10,4,4,female,Natural science
10206,1,1,10,4,4,male,Natural science
10207,1,1,11,5,10,female,Artistic
10208,1,1,11,5,2,male,Technical
10209,1,1,11,5,2,male,Technical
10210,1,1,11,5,6,female,Artistic
10211,1,1,11,5,13,male,Technical
10212,1,1,11,5,2,female,Natural science
10213,1,1,11,5,13,male,Natural science
10214,1,1,11,5,8,male,Natural science
10215,1,1,11,5,2,female,Artistic
10216,1,1,11,6,4,female,Technical
10217,1,1,11,5,3,female,Artistic
10218,1,1,11,5,5,male,Artistic
10219,1,1,11,5,5,male,Artistic
10220,1,1,11,5,5,male,Artistic
10221,1,1,11,5,14,male,Sports
10222,1,1,11,5,6,female,Sports
10223,1,0,11,5,6,female,Natural science
10224,1,1,11,5,6,female,Sports
10225,1,1,11,5,5,male,Socio-pedagogical
10226,1,1,11,5,5,male,Technical
10227,1,1,11,5,11,male,Technical
10228,1,1,11,5,5,male,Technical
10229,1,0,11,5,7,female,Natural science
10230,1,1,11,5,10,male,Sports
10231,1,1,11,5,7,female,Natural science
10232,1,1,11,5,4,male,Technical
10233,1,1,11,5,6,female,Artistic
10234,1,1,11,5,5,female,Artistic
10235,1,1,11,5,10,female,Artistic
10236,1,1,11,5,10,female,Artistic
10237,1,1,11,5,10,female,Sports
10238,1,1,11,5,10,female,Artistic
10239,1,1,11,5,2,male,Natural science
10240,1,1,11,5,6,male,Sports
10241,1,1,11,5,6,male,Sports
10242,1,1,11,5,11,female,Sports
10243,1,1,10,5,4,female,Sports
10244,1,1,11,5,11,male,Artistic
10245,1,1,10,5,6,female,Artistic
10246,1,1,10,5,6,female,Artistic
10247,1,1,11,5,6,female,Artistic
10248,1,1,10,5,6,female,Artistic
10249,1,1,10,5,6,female,Artistic
10250,1,1,11,5,6,female,Artistic
10251,1,1,11,1,6,female,Artistic
10252,1,1,11,5,3,female,Sports
10253,1,1,11,5,4,female,Natural science
10254,1,1,11,5,3,female,Technical
10255,1,1,11,5,10,female,Technical
10256,1,1,11,5,1,male,Artistic
10257,1,1,11,4,8,male,Sports
10258,1,1,10,4,8,male,Sports
10259,1,1,11,5,2,male,Technical
10260,1,1,11,5,8,male,Tourism
10261,1,1,11,5,2,male,Sports
10262,1,1,10,5,12,male,Sports
10263,1,1,11,5,12,male,Tourism
10264,1,1,11,5,6,female,Artistic
10265,1,1,11,5,6,female,Artistic
10266,1,1,10,5,6,female,Artistic
10267,1,1,11,5,6,female,Artistic
10268,1,1,11,5,6,female,Artistic
10269,1,1,10,5,6,female,Socio-pedagogical
10270,1,1,10,5,6,female,Tourism
10271,1,1,10,5,6,female,Sports
10272,1,1,11,5,9,female,Artistic
10273,1,1,11,5,9,female,Artistic
10274,1,1,10,5,2,male,Natural science
10275,2,1,11,5,6,male,Technical
10276,1,1,10,4,12,female,Socio-pedagogical
10277,1,1,11,5,5,male,Sports
10278,1,1,11,4,10,male,Sports
10279,1,1,11,5,14,male,Technical
10280,1,1,11,5,14,male,Technical
10281,1,1,10,5,10,male,Natural science
10282,1,1,11,5,14,male,Tourism
10283,1,1,11,5,14,male,Tourism
10284,1,1,11,5,7,male,Socio-pedagogical
10285,1,1,11,5,3,male,Artistic
10286,1,1,11,5,14,male,Technical
10287,1,1,11,5,14,male,Technical
10288,1,1,10,5,14,male,Technical
10289,1,1,11,5,6,female,Sports
10290,1,1,11,4,3,male,Sports
10291,1,1,10,5,2,male,Natural science
10292,1,1,11,6,4,male,Technical
10293,1,1,10,5,2,male,Technical
10294,1,1,10,5,2,male,Sports
10295,1,1,11,5,2,male,Sports
10296,1,1,11,5,13,male,Technical
10297,1,1,11,5,6,female,Artistic
10298,1,1,11,5,8,female,Sports
10299,1,1,11,5,8,female,Natural science
10300,1,1,11,5,8,female,Natural science
10301,1,1,11,5,8,female,Natural science
10302,1,1,11,5,8,female,Natural science
10303,1,1,11,5,8,female,Natural science
10304,1,1,11,5,8,female,Natural science
10305,1,1,11,5,6,female,Technical
10306,1,1,10,4,11,female,Artistic
10307,1,1,10,4,11,female,Artistic
10308,1,1,11,5,6,male,Sports
10309,1,1,11,5,2,female,Natural science
10310,1,1,11,5,10,female,Tourism
10311,1,1,10,5,10,female,Artistic
10312,1,1,11,5,1,male,Sports
10313,1,1,10,5,3,female,Sports
10314,1,1,11,5,2,male,Technical
10315,1,1,10,5,14,female,Artistic
10316,1,1,11,5,12,female,Tourism
10317,1,1,11,5,2,female,Artistic
10318,1,1,11,4,13,male,Technical
10319,1,1,10,4,13,male,Technical
10320,1,1,10,5,7,male,Technical
10321,1,1,11,5,8,male,Sports
10322,1,1,10,4,1,male,Sports
10323,1,1,11,5,8,male,Natural science
10324,1,1,10,5,11,female,Natural science
10325,1,1,10,5,11,female,Natural science
10326,1,1,10,5,2,male,Technical
10327,1,1,11,5,8,male,Technical
10328,1,1,11,5,8,male,Technical
10329,1,1,11,5,8,male,Technical
10330,1,1,11,5,11,female,Sports
10331,1,1,10,5,10,female,Artistic
10332,1,1,11,5,2,female,Artistic
10333,1,1,11,5,2,female,Artistic
10334,1,1,11,4,2,male,Sports
10335,1,1,11,4,2,male,Sports
10336,1,1,10,5,2,male,Natural science
10337,1,1,10,5,2,male,Natural science
10338,1,1,11,5,12,male,Socio-pedagogical
10339,1,1,11,5,2,male,Natural science
10340,1,1,11,5,12,male,Artistic
10341,1,1,11,5,12,male,Artistic
10342,1,1,10,5,11,male,Sports
10343,1,1,10,5,12,male,Tourism
10344,1,1,10,4,10,female,Sports
10345,1,1,11,5,6,male,Sports
10346,1,1,11,5,2,female,Sports
10347,1,1,10,5,2,male,Technical
10348,1,1,11,3,13,male,Sports
10349,1,1,10,5,3,male,Artistic
10350,1,1,10,5,6,male,Technical
10351,1,1,11,5,6,male,Tourism
10352,1,1,11,5,3,female,Technical
10353,1,1,10,4,6,female,Technical
10354,1,1,11,5,3,female,Artistic
10355,1,1,10,6,6,male,Socio-pedagogical
10356,1,1,11,5,8,male,Technical
10357,1,1,11,5,10,female,Artistic
10358,1,1,11,5,10,female,Socio-pedagogical
10359,1,1,11,6,2,male,Technical
10360,1,1,11,5,3,male,Artistic
10361,1,1,10,5,6,male,Artistic
10362,1,1,10,4,6,male,Sports
10363,1,1,10,5,6,male,Sports
10364,1,1,10,4,6,male,Sports
10365,1,1,10,4,6,male,Natural science
10366,1,1,10,5,7,female,Natural science
10367,1,1,10,4,6,male,Sports
10368,1,1,10,4,6,male,Natural science
10369,1,1,10,5,11,male,Technical
10370,1,1,10,4,6,male,Technical
10371,1,1,10,3,6,male,Technical
10372,1,1,11,5,11,male,Technical
10373,1,0,10,4,6,male,Artistic
10374,1,1,10,4,11,male,Natural science
10375,1,1,11,5,7,male,Artistic
10376,1,1,11,5,7,female,Tourism
10377,1,1,11,5,6,male,Technical
10378,1,1,10,4,13,male,Artistic
10379,1,1,10,4,13,male,Sports
10380,1,1,11,4,7,male,Natural science
10381,1,1,10,4,7,male,Natural science
10382,1,1,11,5,2,female,Socio-pedagogical
10383,1,1,10,5,2,female,Artistic
10384,1,1,10,5,2,female,Artistic
10385,1,1,10,5,6,female,Artistic
10386,1,1,10,5,6,female,Artistic
10387,1,1,10,5,6,female,Artistic
10388,1,1,10,5,2,female,Artistic
10389,1,1,11,5,4,female,Natural science
10390,1,1,10,5,6,female,Artistic
10391,1,1,10,5,5,male,Artistic
10392,1,1,10,5,5,male,Artistic
10393,1,1,10,3,9,female,Artistic
10394,1,1,10,5,5,male,Artistic
10395,1,1,10,5,9,female,Artistic
10396,1,1,11,5,5,male,Sports
10397,1,1,10,5,6,male,Sports
10398,1,1,10,5,2,female,Natural science
10399,1,1,10,5,2,female,Natural science
10400,1,1,10,5,6,male,Natural science
10401,1,1,11,5,5,male,Sports
10402,1,1,10,5,9,female,Artistic
10403,1,0,10,5,13,female,Natural science
10404,1,1,10,5,6,female,Sports
10405,1,1,11,5,3,female,Sports
10406,1,1,9,3,8,male,Sports
10407,1,1,12,5,13,female,Natural science
10408,1,1,10,5,13,female,Natural science
10409,1,1,11,4,6,male,Sports
10410,1,1,10,5,2,male,Technical
10411,1,1,11,5,6,male,Sports
10412,1,1,10,4,8,female,Tourism
10413,1,1,11,5,6,male,Sports
10414,1,1,11,5,6,male,Natural science
10415,1,1,10,5,5,female,Artistic
10416,1,0,10,4,4,male,Sports
10417,1,0,11,5,5,female,Socio-pedagogical
10418,1,1,11,5,5,female,Artistic
10419,1,1,10,5,2,female,Natural science
10420,1,1,10,5,2,female,Socio-pedagogical
10421,1,1,10,5,6,female,Artistic
10422,1,1,10,5,6,female,Artistic
10423,1,1,10,5,6,female,Artistic
10424,1,1,10,4,2,female,Natural science
10425,1,1,10,4,2,female,Natural science
10426,1,1,10,5,2,female,Natural science
10427,1,1,10,5,2,female,Natural science
10428,1,1,10,5,6,female,Sports
10429,1,1,10,5,2,female,Artistic
10430,1,1,11,5,2,female,Artistic
10431,1,1,10,5,2,female,Technical
10432,1,1,11,5,10,female,Artistic
10433,1,1,10,4,11,male,Artistic
10434,1,1,10,4,11,male,Artistic
10435,1,1,10,5,11,female,Artistic
10436,1,1,10,5,11,female,Artistic
10437,1,1,10,5,6,female,Artistic
10438,1,1,11,5,11,female,Artistic
10439,1,1,10,4,11,male,Artistic
10440,1,1,10,5,11,female,Sports
10441,1,1,10,5,11,female,Sports
10442,1,1,11,5,6,female,Sports
10443,1,1,10,5,7,male,Sports
10444,1,1,11,5,6,female,Technical
10445,1,1,10,5,6,female,Technical
10446,1,1,11,4,6,male,Artistic
10447,1,1,11,4,6,male,Artistic
10448,1,1,10,4,6,male,Artistic
10449,1,1,11,5,10,female,Socio-pedagogical
10450,1,1,10,4,6,male,Technical
10451,1,1,10,4,6,male,Technical
10452,1,1,11,4,4,male,Technical
10453,1,1,10,5,1,male,Artistic
10454,1,0,10,5,11,male,Natural science
10455,1,1,10,5,6,male,Sports
10456,1,1,11,5,1,male,Sports
10457,1,1,11,5,1,male,Technical
10458,1,1,10,5,5,female,Artistic
10459,1,1,10,5,5,female,Artistic
10460,1,1,10,4,2,female,Artistic
10461,1,1,9,5,10,male,Artistic
10462,1,1,10,5,10,male,Artistic
10463,1,1,10,5,10,male,Artistic
10464,1,1,10,5,7,female,Sports
10465,1,1,10,5,9,male,Sports
10466,1,1,11,5,6,female,Sports
10467,1,1,10,5,2,male,Technical
10468,1,1,10,5,2,male,Technical
10469,1,1,10,5,11,male,Technical
10470,1,1,10,5,2,male,Technical
10471,1,1,10,5,2,male,Technical
10472,1,1,10,5,2,male,Technical
10473,1,1,10,5,2,male,Technical
10474,1,1,10,5,2,male,Technical
10475,1,1,10,5,10,male,Artistic
10476,1,1,10,5,10,male,Artistic
10477,1,1,10,5,3,female,Natural science
10478,1,1,11,5,3,female,Artistic
10479,1,1,10,5,3,female,Socio-pedagogical
10480,1,1,10,4,3,female,Natural science
10481,1,0,10,5,3,female,Natural science
10482,1,1,11,5,6,male,Technical
10483,1,1,10,5,11,male,Technical
10484,1,1,11,5,2,female,Natural science
10485,1,1,10,5,2,female,Natural science
10486,1,1,10,4,2,female,Natural science
10487,1,1,10,5,7,female,Artistic
10488,1,1,10,5,7,female,Artistic
10489,1,1,10,4,6,female,Sports
10490,1,1,10,5,7,female,Sports
10491,1,1,10,4,6,female,Technical
10492,1,1,11,5,4,male,Sports
10493,1,1,10,4,7,female,Natural science
10494,1,1,10,4,6,female,Natural science
10495,1,1,11,4,6,female,Tourism
10496,1,1,10,5,7,female,Tourism
10497,1,1,10,5,7,female,Socio-pedagogical
10498,1,1,11,5,4,male,Technical
10499,1,1,10,5,7,female,Technical
10500,1,1,11,5,7,female,Technical
10501,1,1,10,5,7,female,Technical
10502,1,1,10,4,6,female,Technical
10503,1,1,10,5,6,male,Sports
10504,1,1,10,5,6,male,Sports
10505,1,1,10,5,4,male,Natural science
10506,1,1,11,5,4,male,Socio-pedagogical
10507,1,1,10,5,10,female,Sports
10508,1,1,11,5,6,female,Technical
10509,1,1,11,5,13,male,Sports
10510,1,1,10,4,4,male,Sports
10511,1,1,10,4,12,female,Artistic
10512,1,1,11,4,4,male,Technical
10513,1,0,10,4,12,female,Artistic
10514,1,1,10,5,13,male,Sports
10515,1,1,10,5,2,male,Technical
10516,1,1,10,4,2,male,Sports
10517,1,1,10,4,5,male,Socio-pedagogical
10518,1,1,11,5,6,male,Technical
10519,1,1,11,5,10,female,Technical
10520,1,1,10,5,4,male,Technical
10521,1,1,10,5,12,male,Artistic
10522,1,1,10,5,12,male,Artistic
10523,1,1,10,5,9,male,Sports
10524,1,1,10,5,9,male,Sports
10525,1,1,10,5,3,male,Artistic
10526,1,1,10,5,12,female,Technical
10527,1,1,10,5,12,female,Technical
10528,1,1,10,5,6,male,Technical
10529,1,1,10,4,7,female,Sports
10530,1,1,10,5,11,female,Artistic
10531,1,1,10,4,5,male,Technical
10532,1,1,10,5,2,male,Artistic
10533,1,1,11,4,10,male,Natural science
10534,1,1,10,5,6,male,Sports
10535,1,1,11,5,6,male,Technical
10536,1,1,10,5,5,male,Sports
10537,1,1,10,5,6,female,Technical
10538,1,1,10,4,6,male,Technical
10539,1,0,10,4,2,male,Technical
10540,1,1,11,5,6,female,Artistic
10541,1,1,10,5,2,male,Sports
10542,1,1,10,5,8,male,Sports
10543,1,1,11,4,11,female,Sports
10544,1,1,10,4,11,female,Sports
10545,1,1,11,5,8,male,Technical
10546,1,1,10,5,12,female,Artistic
10547,1,1,10,5,12,female,Artistic
10548,1,1,10,5,3,female,Sports
10549,1,1,10,4,3,male,Natural science
10550,1,1,11,5,6,male,Sports
10551,1,1,11,5,6,male,Natural science
10552,1,1,11,5,6,female,Artistic
10553,1,1,11,5,6,male,Technical
10554,1,1,11,5,11,female,Technical
10555,1,1,10,5,11,female,Artistic
10556,1,1,9,4,2,male,Natural science
10557,1,1,10,5,2,male,Natural science
10558,1,1,10,5,2,male,Natural science
10559,1,0,10,5,2,male,Natural science
10560,1,1,10,4,8,male,Technical
10561,1,1,10,4,7,female,Artistic
10562,1,1,10,4,7,female,Sports
10563,1,1,10,4,6,female,Sports
10564,1,1,10,5,1,female,Socio-pedagogical
10565,1,1,10,5,1,female,Tourism
10566,1,1,11,5,8,female,Artistic
10567,1,1,11,5,8,male,Technical
10568,1,1,10,4,2,female,Artistic
10569,1,1,11,5,6,female,Technical
10570,1,1,10,4,6,male,Artistic
10571,1,1,10,4,6,male,Artistic
10572,1,1,10,4,6,male,Sports
10573,1,1,10,5,6,male,Technical
10574,1,1,11,4,6,male,Sports
10575,1,1,11,4,6,male,Sports
10576,1,1,10,4,6,male,Sports
10577,1,1,10,4,2,female,Natural science
10578,1,1,10,6,6,male,Socio-pedagogical
10579,1,1,10,5,6,male,Technical
10580,1,1,10,5,6,male,Technical
10581,1,1,10,4,6,female,Technical
10582,1,1,10,4,6,male,Technical
10583,1,1,11,5,6,male,Sports
10584,1,1,10,4,2,female,Artistic
10585,1,1,10,5,6,male,Sports
10586,1,1,10,5,5,male,Sports
10587,1,1,10,5,5,male,Technical
10588,1,1,10,4,5,female,Artistic
10589,1,1,11,4,5,female,Artistic
10590,1,1,10,4,5,female,Artistic
10591,1,1,10,4,5,female,Sports
10592,1,1,10,5,3,female,Technical
10593,1,1,10,4,5,female,Natural science
10594,1,1,11,5,5,male,Technical
10595,1,1,10,5,6,male,Technical
10596,1,1,9,4,5,male,Technical
10597,1,0,10,4,5,female,Artistic
10598,1,1,10,5,5,female,Artistic
10599,1,1,10,5,5,female,Artistic
10600,1,1,10,5,3,female,Artistic
10601,1,1,11,4,14,male,Sports
10602,1,1,10,4,2,male,Natural science
10603,1,1,10,4,2,male,Natural science
10604,1,1,10,4,7,female,Artistic
10605,1,1,10,4,12,male,Artistic
10606,1,1,11,4,7,female,Artistic
10607,1,1,10,4,7,female,Technical
10608,1,1,10,5,6,male,Tourism
10609,1,1,10,4,7,female,Artistic
10610,1,1,10,4,7,male,Technical
10611,1,0,10,4,7,female,Artistic
10612,1,1,11,5,6,female,Artistic
10613,1,1,10,4,6,male,Sports
10614,1,1,10,4,2,male,Sports
10615,1,1,10,4,2,male,Sports
10616,1,1,10,4,7,female,Artistic
10617,1,1,10,4,6,male,Technical
10618,1,1,10,4,6,male,Technical
10619,1,0,10,4,7,female,Artistic
10620,1,1,10,4,11,female,Artistic
10621,1,1,10,4,4,female,Artistic
10622,1,1,10,4,11,female,Artistic
10623,1,1,10,4,3,male,Artistic
10624,1,1,11,4,2,male,Sports
10625,1,1,11,5,13,male,Sports
10626,1,1,10,4,6,male,Sports
10627,1,1,11,5,6,female,Sports
10628,1,1,11,5,6,female,Tourism
10629,2,1,10,7,4,male,Sports
10630,1,1,10,5,6,female,Natural science
10631,1,1,10,4,4,male,Natural science
10632,1,1,11,5,8,male,Technical
10633,1,1,11,5,8,male,Technical
10634,1,1,10,4,6,female,Technical
10635,1,1,10,3,10,male,Sports
10636,1,1,10,4,10,female,Natural science
10637,1,1,11,4,1,female,Sports
10638,1,1,11,5,2,female,Sports
10639,1,1,11,4,8,male,Sports
10640,1,1,10,4,11,male,Technical
10641,1,1,10,5,11,female,Artistic
10642,1,1,10,4,11,male,Natural science
10643,1,1,10,4,7,female,Artistic
10644,1,1,10,4,3,male,Technical
10645,1,1,10,4,3,male,Technical
10646,1,0,10,4,7,female,Artistic
10647,1,1,10,5,6,female,Artistic
10648,1,1,10,5,3,female,Artistic
10649,1,1,10,5,3,female,Artistic
10650,1,1,10,5,3,female,Artistic
10651,1,1,10,5,6,female,Artistic
10652,1,1,10,5,3,female,Artistic
10653,1,1,10,4,6,male,Sports
10654,1,1,10,5,6,male,Sports
10655,1,1,10,5,3,female,Sports
10656,1,1,10,4,3,male,Natural science
10657,1,1,10,5,3,female,Technical
10658,1,1,10,5,11,male,Artistic
10659,1,1,10,5,11,male,Artistic
10660,1,1,10,5,3,male,Technical
10661,1,1,10,5,11,female,Artistic
10662,1,1,10,4,11,female,Sports
10663,1,1,11,5,6,female,Technical
10664,1,1,10,4,10,female,Technical
10665,1,0,10,5,2,male,Natural science
10666,1,1,10,5,6,female,Natural science
10667,1,1,10,5,2,male,Natural science
10668,1,1,10,5,2,female,Artistic
10669,1,1,10,5,2,female,Natural science
10670,1,1,11,6,4,male,Technical
10671,2,1,10,4,8,female,Artistic
10672,1,1,10,4,10,female,Natural science
10673,1,1,9,3,2,male,Natural science
10674,1,1,10,4,16,male,Natural science
10675,1,1,10,4,10,female,Tourism
10676,2,1,10,5,6,female,Artistic
10677,1,1,10,4,2,female,Sports
10678,1,1,10,4,10,female,Sports
10679,1,1,10,4,7,female,Technical
10680,1,1,10,4,7,female,Technical
10681,1,1,10,4,7,female,Artistic
10682,1,1,10,5,9,male,Sports
10683,1,1,10,4,5,male,Sports
10684,1,1,10,5,2,male,Sports
10685,1,1,10,5,2,female,Artistic
10686,1,1,10,4,7,male,Sports
10687,1,1,11,6,4,male,Technical
10688,1,1,10,4,8,male,Sports
10689,1,1,10,4,6,male,Sports
10690,1,1,10,4,2,female,Natural science
10691,1,1,10,4,2,female,Natural science
10692,1,1,10,4,2,female,Tourism
10693,1,1,11,5,1,female,Artistic
10694,1,1,11,4,3,male,Sports
10695,1,1,10,4,3,male,Technical
10696,1,0,10,5,5,female,Artistic
10697,1,1,10,4,11,male,Sports
10698,1,1,11,5,8,male,Natural science
10699,1,1,10,5,8,male,Natural science
10700,1,1,11,5,8,male,Socio-pedagogical
10701,1,1,10,5,8,male,Natural science
10702,1,1,10,5,8,male,Tourism
10703,1,1,10,5,6,male,Technical
10704,1,1,10,4,4,female,Artistic
10705,1,1,10,5,2,female,Sports
10706,1,1,10,5,2,female,Artistic
10707,1,1,10,4,6,female,Sports
10708,1,1,10,5,3,female,Natural science
10709,1,1,11,5,5,female,Artistic
10710,1,1,10,4,2,female,Technical
10711,1,1,10,4,1,male,Sports
10712,1,1,10,4,11,male,Sports
10713,1,1,10,4,10,male,Sports
10714,1,1,10,4,1,male,Sports
10715,1,1,10,4,1,male,Technical
10716,1,1,10,4,1,male,Sports
10717,1,1,10,4,1,male,Natural science
10718,1,1,10,4,2,female,Natural science
10719,1,1,10,4,10,male,Technical
10720,1,1,12,5,2,male,Sports
10721,1,1,11,4,2,male,Artistic
10722,1,1,10,5,10,male,Sports
10723,2,1,10,8,2,male,Sports
10724,1,1,10,5,13,male,Natural science
10725,1,1,10,4,6,female,Artistic
10726,1,1,10,4,6,male,Sports
10727,1,1,10,5,6,female,Sports
10728,1,0,10,4,6,male,Artistic
10729,1,1,10,4,6,male,Sports
10730,1,1,10,5,6,male,Artistic
10731,1,1,10,5,3,female,Natural science
10732,1,1,10,5,6,female,Natural science
10733,1,1,10,5,3,female,Natural science
10734,1,1,10,4,3,male,Sports
10735,1,1,10,4,2,male,Technical
10736,1,1,11,4,6,male,Technical
10737,1,0,10,5,6,female,Natural science
10738,1,1,10,5,6,female,Artistic
10739,1,1,10,5,6,female,Technical
10740,1,1,10,5,6,female,Natural science
10741,1,1,10,5,6,female,Sports
10742,1,1,10,5,6,female,Technical
10743,1,0,10,5,5,male,Artistic
10744,1,1,10,4,3,male,Artistic
10745,1,1,10,4,3,female,Artistic
10746,1,1,10,4,3,male,Artistic
10747,1,1,10,4,3,female,Artistic
10748,1,1,10,4,3,male,Artistic
10749,1,1,10,4,3,male,Artistic
10750,1,1,10,5,11,female,Artistic
10751,1,1,10,5,11,female,Artistic
10752,1,1,10,5,2,male,Sports
10753,1,1,10,5,7,female,Sports
10754,1,1,10,5,8,male,Sports
10755,1,1,10,4,6,female,Sports
10756,1,1,10,4,6,male,Sports
10757,1,1,10,5,11,female,Sports
10758,1,1,10,5,3,male,Natural science
10759,1,1,10,5,3,male,Natural science
10760,1,1,10,4,3,male,Technical
10761,1,0,10,4,2,male,Technical
10762,1,1,10,5,6,female,Artistic
10763,1,1,10,5,6,female,Artistic
10764,1,1,10,5,6,female,Artistic
10765,1,1,10,5,6,female,Artistic
10766,1,1,10,4,8,male,Sports
10767,1,1,10,5,6,male,Sports
10768,1,1,10,4,14,female,Natural science
10769,1,1,10,4,2,female,Natural science
10770,1,1,10,4,3,female,Natural science
10771,1,1,10,5,5,male,Tourism
10772,1,1,10,4,5,male,Artistic
10773,1,1,10,5,6,male,Technical
10774,1,1,10,4,6,male,Artistic
10775,1,1,10,4,3,male,Artistic
10776,1,1,10,4,6,male,Artistic
10777,1,1,10,4,3,male,Artistic
10778,1,1,10,4,6,male,Artistic
10779,1,1,10,4,6,male,Sports
10780,1,1,10,4,3,male,Socio-pedagogical
10781,1,1,10,4,3,male,Natural science
10782,1,0,10,4,3,male,Technical
10783,1,1,10,5,6,male,Natural science
10784,1,1,10,4,13,male,Sports
10785,1,1,10,5,11,female,Technical
10786,1,1,10,5,11,female,Technical
10787,1,1,5,5,11,female,Technical
10788,1,1,10,4,6,male,Technical
10789,1,1,10,4,10,male,Technical
10790,2,1,10,4,3,female,Artistic
10791,1,1,10,4,6,male,Natural science
10792,1,1,10,4,2,male,Sports
10793,1,1,10,4,6,male,Technical
10794,1,1,10,5,6,female,Sports
10795,1,1,10,4,6,male,Sports
10796,1,1,9,4,13,female,Sports
10797,1,1,10,4,6,female,Artistic
10798,1,1,10,4,6,female,Artistic
10799,1,1,10,5,3,male,Sports
10800,1,1,10,4,6,female,Sports
10801,1,1,10,4,6,female,Artistic
10802,1,1,10,4,6,female,Natural science
10803,2,1,10,4,6,female,Natural science
